# CONDITIONED_INTERNAL = gene size, gene density, sample size, inverse mac, log(gene size), log(gene density), log(sample size), log(inverse mac)
GENE       CHR      START       STOP  NSNPS  NPARAM      N        ZSTAT  ZFITTED_BASE  ZRESID_BASE
646754      11   49065266   49115664     71       6  31243       1.0841    2.2204e-16       1.0841
2346        11   49158187   49265222    195       9  31712       1.6739    2.2204e-16       1.6739
101060256   11   49846567   49906588    164       6  30972      0.97663    2.2204e-16      0.97663
283092      11   49938943   49984971    103       7  30966      0.81827    2.2204e-16      0.81827
283093      11   49993009   50039071     90       5  31001      0.92666    2.2204e-16      0.92666
81318       11   51401378   51447448     68       4    707     -0.08998    2.6368e-16     -0.08998
119749      11   51480282   51526211     65       5   1486      0.70372    2.2204e-16      0.70372
79097       11   54994658   55048595     22       4  30485      0.81796    2.2204e-16      0.81796
81327       11   55075677   55121663     69       6  31263      0.72659    2.2204e-16      0.72659
81328       11   55100360   55146394     82       7  31248      0.81862    2.2204e-16      0.81862
81309       11   55286783   55332895    133      11  31562     0.022008    2.7062e-16     0.022008
219428      11   55304604   55350536    126      11  31536    -0.036951    2.7062e-16    -0.036951
219429      11   55360830   55406874      9       4  31251      0.02985    2.7062e-16      0.02985
81300       11   55370834   55416772      2       1  31167      0.11142    2.6368e-16      0.11142
219431      11   55383380   55429315      2       1  30577     -0.93076    2.2204e-16     -0.93076
219432      11   55397643   55443572      5       3  30589     -0.16352    2.7756e-16     -0.16352
390142      11   55505914   55551858    239       6  31729    -0.032181    2.7062e-16    -0.032181
219436      11   55528032   55573976    116       8  31673    -0.098031    2.6368e-16    -0.098031
219437      11   55543943   55589878     97       9  31718     0.041189    2.7062e-16     0.041189
219438      11   55552106   55598047     97       8  31718     0.029721    2.7062e-16     0.029721
26338       11   55559695   55605630    103       8  31745    -0.046231    2.7062e-16    -0.046231
390144      11   55571228   55617214     90       8  31721   -0.0036959    2.6932e-16   -0.0036959
84767       11   55615773   55669286     69       9  31750     -0.87861    2.2204e-16     -0.87861
390148      11   55671126   55717058     90       8  31806      -1.2192    2.2204e-16      -1.2192
10798       11   55692932   55738876     76       7  31702     -0.96608    2.2204e-16     -0.96608
282770      11   55725034   55770939     69       6  31729     -0.72194    2.2204e-16     -0.72194
338674      11   55751157   55797101     70       6  31801     -0.62546    2.2204e-16     -0.62546
219447      11   55762895   55808869     83       7  31797     -0.67761    2.2204e-16     -0.67761
120586      11   55825784   55871716     79       6  31201     -0.42135    2.7756e-16     -0.42135
390151      11   55837519   55883457     83       6  31250     -0.55531    2.2204e-16     -0.55531
390152      11   55854849   55900787     91       7  31582     -0.49994    2.7756e-16     -0.49994
81168       11   55894247   55940194     62       7  31500     -0.32864    2.7756e-16     -0.32864
282775      11   55909094   55955032     53       6  31707     -0.36641    2.7756e-16     -0.36641
219453      11   55916870   55962793     52       6  31671     -0.53484    2.2204e-16     -0.53484
390154      11   55984676   56030698     57       7  31543     -0.31702    2.7756e-16     -0.31702
219464      11   55989582   56035661     52       6  31565     -0.50688    2.2204e-16     -0.50688
390155      11   56008115   56054095     53       6  31636     -0.40233    2.7756e-16     -0.40233
219469      11   56047603   56093538     76       9  31729     -0.44123    2.7756e-16     -0.44123
219473      11   56050783   56096721     74       9  31725     -0.49504    2.7756e-16     -0.49504
390157      11   56078515   56124474     69       7  31764     -0.66089    2.2204e-16     -0.66089
219477      11   56092691   56138764     73       8  31769     -0.86933    2.2204e-16     -0.86933
219417      11   56108100   56154029     88       7  31799     -0.82929    2.2204e-16     -0.82929
219479      11   56174734   56220708    103       8  31187      -1.0707    2.2204e-16      -1.0707
390162      11   56219945   56265877     77       7  31485     -0.92547    2.2204e-16     -0.92547
219482      11   56226964   56273014     88       6  31668     -0.99575    2.2204e-16     -0.99575
219484      11   56247911   56293846     89       6  31700     -0.81894    2.2204e-16     -0.81894
219487      11   56299816   56345733     97       6  31574     -0.17259    2.7756e-16     -0.17259
390167      11   56334250   56380197     54       8  30734        -1.19    2.2204e-16        -1.19
390168      11   56370031   56415978     64       6  31081      -0.6297    2.2204e-16      -0.6297
219493      11   56396162   56442094     73       8  31794     -0.85671    2.2204e-16     -0.85671
338675      11   56398965   56444915     77       9  31683     -0.97094    2.2204e-16     -0.97094
390174      11   56432864   56478781     91      11  31520      -1.4159    2.2204e-16      -1.4159
283189      11   56500304   56546287     98      11  31832      -1.2169    2.2204e-16      -1.2169
390181      11   56721389   56767318     54      11  31129     -0.40357    2.7756e-16     -0.40357
219527      11   56914221   56969188     89      11  31435       1.6452    2.2204e-16       1.6452
187         11   56991051   57039927     84       7  31448      0.83089    2.2204e-16      0.83089
85456       11   57057103   57127485     60       9  30272      0.30986    2.7756e-16      0.30986
5024        11   57070841   57147549     63       9  30151      0.78753    2.2204e-16      0.78753
6749        11   57083459   57138351     44       7  30282      0.71078    2.2204e-16      0.71078
10394       11   57134242   57183623     52       7  30315      0.94348    2.2204e-16      0.94348
5553        11   57144834   57206420     64       9  30741        0.613    2.2204e-16        0.613
29015       11   57164427   57230053     61       8  31331     -0.14115    2.7756e-16     -0.14115
349667      11   57192926   57254384     60       9  30856     -0.74977    2.2204e-16     -0.74977
8501        11   57242004   57318192     84      11  30361      0.23624    2.7756e-16      0.23624
219537      11   57270044   57327747     84       9  30654       0.3842    2.7756e-16       0.3842
26519       11   57285936   57333232     69       7  30386      0.53131    2.2204e-16      0.53131
9246        11   57309128   57370803    120      11  31909      0.97569    2.2204e-16      0.97569
710         11   57330027   57392326    103      11  34072       1.9155    2.2204e-16       1.9155
10978       11   57390216   57439337     54       6  37425       1.9323    2.2204e-16       1.9323
25921       11   57400223   57478659     83       8  35160       2.0057    4.4409e-16       2.0057
219539      11   57402560   57452417     55       6  34260       2.0784    4.4409e-16       2.0784
51075       11   57444995   57518445     78       8  37161       1.7867    2.2204e-16       1.7867
219541      11   57461182   57514804     53       6  39165       1.5169    2.2204e-16       1.5169
280636      11   57473722   57520883     45       6  38649       1.6055    2.2204e-16       1.6055
1500        11   57485756   57596652     93       7  36978       1.7449    2.2204e-16       1.7449
643376      11   57500986   57554253     46       6  35264       1.9516    2.2204e-16       1.9516
219956      11   57756353   57959059    541      24  31599       1.9246    2.2204e-16       1.9246
219952      11   57763425   57809378    160      15  31651       2.7231    4.4409e-16       2.7231
219954      11   57875972   57921916    117      13  31623      0.87025    2.2204e-16      0.87025
219957      11   57922906   57968990     69       8  31679      0.57354    2.2204e-16      0.57354
219959      11   57947217   57993194     96      10  31566       1.1165    2.2204e-16       1.1165
219958      11   57960676   58006653    114      13  31592      0.84393    2.2204e-16      0.84393
219960      11   57985354   58031390    147      11  31643       0.6191    2.2204e-16       0.6191
81341       11   58024264   58070732    139       8  31433        0.491    2.7756e-16        0.491
219965      11   58115598   58161542     95       4  31561       1.1237    2.2204e-16       1.1237
441608      11   58159938   58205882    171       3  31671        1.116    2.2204e-16        1.116
390190      11   58179738   58225786    129       5  31827      0.98692    2.2204e-16      0.98692
390191      11   58196593   58242646    106       7  31781      0.68457    2.2204e-16      0.68457
219968      11   58264649   58310578     32       4  30652      0.69831    2.2204e-16      0.69831
9404        11   58284344   58380688     93       7  30271      0.80998    2.2204e-16      0.80998
80829       11   58311587   58399023     87       8  30233      0.90508    2.2204e-16      0.90508
1270        11   58355146   58403206     51       6  30991      0.78864    2.2204e-16      0.78864
10249       11   58466230   58534447    215      12  31754    -0.079833    2.6368e-16    -0.079833
219970      11   58591538   58646997    109       7  31703      -0.3722    2.7756e-16      -0.3722
92292       11   58660102   58734543    166      14  31579     -0.24417    2.7756e-16     -0.24417
374393      11   58839658   58904888     89      10  31628      -2.7506    4.4409e-16      -2.7506
63901       11   58875219   58932512    145      10  31680      -1.1428    2.2204e-16      -1.1428
23220       11   58904812   58986060    169      16  31491     -0.85347    2.2204e-16     -0.85347
219972      11   58965983   59015494     49       7  31546     -0.64896    2.2204e-16     -0.64896
390195      11   59096932   59142867     85       7  29958      -1.9221    2.2204e-16      -1.9221
219982      11   59175642   59221589     85       8  31294     -0.59132    2.2204e-16     -0.59132
219981      11   59179452   59225426     88       8  31548     -0.35978    2.7756e-16     -0.35978
219983      11   59189434   59235378     94       7  31563     -0.19969    2.7756e-16     -0.19969
390197      11   59209903   59255838     86      10  31432     0.064154    2.6368e-16     0.064154
219986      11   59236049   59281984     68       7  31130     -0.50523    2.2204e-16     -0.50523
390199      11   59247386   59293330     61       4  30951      -1.3346    2.2204e-16      -1.3346
5007        11   59331871   59418617     79       6  31372       -0.396    2.7756e-16       -0.396
219988      11   59394189   59471513     85       5  31431    -0.043829    2.7062e-16    -0.043829
390201      11   59470389   59516318     95       4  31654     0.030544    2.7062e-16     0.030544
6809        11   59487479   59583355    196       5  31255     0.057089    2.7062e-16     0.057089
54948       11   59563608   59613345     60       4  30115    -0.053899    2.7062e-16    -0.053899
2694        11   59586746   59647974     32       4  30458     -0.55316    2.2204e-16     -0.55316
6947        11   59610281   59669041     11       4  29801     -0.93161    2.2204e-16     -0.93161
219990      11   59772748   59825517     53       7  31345       -2.263    4.4409e-16       -2.263
932         11   59789101   59848588     61       9  31771      -1.7028    2.2204e-16      -1.7028
2206        11   59820734   59875940     79      10  31816      -2.0012    4.4409e-16      -2.0012
64231       11   59929080   59987139     74       7  31591      -2.5803    4.4409e-16      -2.5803
643680      11   59958726   60045575    145      10  31729        -2.78    4.4409e-16        -2.78
51338       11   60013014   60086445    130      16  31815     -0.78679    2.2204e-16     -0.78679
245802      11   60067355   60118441    204      10  31705      0.12515    2.7756e-16      0.12515
58475       11   60110949   60173427    129      18  31244      0.15572    2.7756e-16      0.15572
84689       11   60128487   60195229    165      22  31397       1.1759    2.2204e-16       1.1759
64232       11   60162062   60225265    165      20  31617       1.1423    2.2204e-16       1.1423
931         11   60188251   60248225    128      19  31827      0.60815    2.2204e-16      0.60815
54860       11   60225251   60284903    162      13  31788     0.074773    2.6368e-16     0.074773
503497      11   60247886   60320194    153      14  31584    -0.025311    2.7062e-16    -0.025311
83661       11   60432046   60493284    141       3  31836      0.73722    2.2204e-16      0.73722
728588      11   60466077   60516416     76       8  31770       1.1732    2.2204e-16       1.1732
219995      11   60489340   60554204     84      16  31533       1.5563    2.2204e-16       1.5563
341116      11   60517821   60578778     75      14  31446      0.14665    2.7756e-16      0.14665
79080       11   60574429   60628561    111      10  31225     -0.67133    2.2204e-16     -0.67133
22917       11   60600015   60653164     80      12  31392     -0.48764    2.7756e-16     -0.48764
11251       11   60608398   60658444     66      10  31300      -0.2681    2.7756e-16      -0.2681
79073       11   60646351   60700915     59       2  31792     -0.94621    2.2204e-16     -0.94621
27339       11   60648019   60709061     77       3  31793      -1.0381    2.2204e-16      -1.0381
54972       11   60656913   60714631     81       3  31784       -1.132    2.2204e-16       -1.132
51296       11   60694555   60754257     62       4  31317      -1.9739    2.2204e-16      -1.9739
923         11   60704113   60797849    116      17  31538     -0.48239    2.7756e-16     -0.48239
921         11   60834930   60905324     11       3  31663     0.079145    2.6368e-16     0.079145
5222        11   60973644   61028929     10       1  31487      -1.4037    2.2204e-16      -1.4037
220001      11   61015758   61097788     35       1  31377      -1.3918    2.2204e-16      -1.3918
1642        11   61056919   61135691     24       1  31523      -1.3314    2.2204e-16      -1.3314
26007       11   61065654   61130898     20       1  31713      -1.7306    2.2204e-16      -1.7306
51524       11   61094473   61146977     10       1  31796      -1.7933    2.2204e-16      -1.7933
220002      11   61106220   61164755      7       1  31650      -1.3626    2.2204e-16      -1.3626
51259       11   61124832   61176335      4       2  31565     -0.44429    2.7756e-16     -0.44429
79869       11   61160120   61232464      9       2  31157     0.098288    2.6368e-16     0.098288
54949       11   61162514   61224239      7       1  31120        0.218    2.7756e-16        0.218
220004      11   61213585   61268400      9       2  31596      0.25958    2.7756e-16      0.25958
390205      11   61241272   61288490     19       2  31727      0.77594    2.2204e-16      0.77594
9066        11   61271188   61383523     10       3  31398      0.49882    2.7756e-16      0.49882
747         11   61412905   61524474    144      15  31229      0.06018    2.7062e-16      0.06018
745         11   61485121   61565990    104      12  31830    -0.062615    2.6368e-16    -0.062615
2237        11   61525109   61574716     39       4  31777     -0.98946    2.2204e-16     -0.98946
746         11   61546602   61595085     33       1  31670      -2.3838    4.4409e-16      -2.3838
9415        11   61548675   61644826     96       8  31542     -0.64432    2.2204e-16     -0.64432
3992        11   61557097   61619529     47       2  31243      -2.4215    4.4409e-16      -2.4215
3995        11   61630998   61694006     45       7  31759       1.1849    2.2204e-16       1.1849
5866        11   61654706   61748747    129      20  31686      0.53594    2.2204e-16      0.53594
7439        11   61682356   61741935    111      17  31771      0.46228    2.7756e-16      0.46228
2495        11   61721757   61770132     91      10  31387      -1.1476    2.2204e-16      -1.1476
3619        11   61856445   61930635    180      10  31315     0.027397    2.7062e-16     0.027397
10648       11   61922710   61971009    153      11  31573       1.0104    2.2204e-16       1.0104
4246        11   61941140   61991411    136      11  31392       1.0735    2.2204e-16       1.0735
10647       11   61974102   62022280     68      10  30101       -1.233    2.2204e-16       -1.233
4250        11   62002630   62050628     82       9  30580     0.096132    2.6368e-16     0.096132
404552      11   62053754   62101536    110       7  31583      -1.7692    2.2204e-16      -1.7692
80150       11   62069774   62170887    180       9  31347      -2.5195    4.4409e-16      -2.5195
7356        11   62151507   62200678     98      12  31725      -2.7362    4.4409e-16      -2.7362
79026       11   62191014   62349332     87      16  31414      0.29154    2.7756e-16      0.29154
1937        11   62317073   62376460     35       2  30861       1.6822    2.2204e-16       1.6822
64852       11   62331431   62394109     32       2  31837       1.5896    2.2204e-16       1.5896
6094        11   62345213   62392592     25       2  31834        1.574    2.2204e-16        1.574
9219        11   62350675   62404312     25       2  31790       1.5516    2.2204e-16       1.5516
256364      11   62359690   62415492     21       2  31779       1.5356    2.2204e-16       1.5356
26229       11   62372768   62424647     13       2  31758       1.6392    2.2204e-16       1.6392
23193       11   62382298   62449198     24       2  30535       2.3477    4.4409e-16       2.3477
751071      11   62397725   62444923     23       2  30478       2.3636    4.4409e-16       2.3636
790955      11   62404126   62451162     27       3  30722       2.2849    4.4409e-16       2.2849
80789       11   62404320   62455774     33       4  30919       2.2148    4.4409e-16       2.2148
79081       11   62420289   62474241     54       6  31274       1.6548    2.2204e-16       1.6548
51035       11   62433972   62481554     49       5  31834       1.3294    2.2204e-16       1.3294
2785        11   62440066   62486678     43       4  31833      0.61713    2.2204e-16      0.61713
221091      11   62443874   62492371     46       3  31834      0.24981    2.7756e-16      0.24981
26580       11   62447734   62512091     66       4  31372      0.37982    2.7756e-16      0.37982
283237      11   62460545   62516110     52       4  31254      0.46716    2.7756e-16      0.46716
221092      11   62470097   62529857     49       4  31218       0.3872    2.7756e-16       0.3872
5436        11   62494011   62544187     44       4  31141      0.11278    2.6368e-16      0.11278
10629       11   62503775   62564814     43       3  31812     -0.18161    2.7756e-16     -0.18161
79842       11   62508435   62556656     37       3  31838     -0.52312    2.2204e-16     -0.52312
374395      11   62519281   62567872     34       2  31837     -0.50234    2.2204e-16     -0.50234
79064       11   62547787   62594486     29       2  31690     -0.55347    2.2204e-16     -0.55347
10482       11   62549597   62607964     46       2  31176     -0.42243    2.7756e-16     -0.42243
6811        11   62564332   62634563     77       2  31416     -0.43171    2.7756e-16     -0.43171
6520        11   62588484   62666355     92       6  31208      0.13297    2.7756e-16      0.13297
54663       11   62590380   62643044     68       3  31392     -0.28603    2.7756e-16     -0.28603
1128        11   62666151   62724012     71      14  31758       2.4302    4.4409e-16       2.4302
9356        11   62734069   62787495     58      12  29880        2.053    4.4409e-16        2.053
9376        11   62750296   62818317     78      18  29906       2.2421    4.4409e-16       2.2421
283238      11   62837412   62946693    104       8  31525       1.5319    2.2204e-16       1.5319
387601      11   62920523   63040415    147       3  31832       1.5529    2.2204e-16       1.5529
387775      11   63022372   63089246     66       2  31385       1.5629    2.2204e-16       1.5629
114571      11   63102142   63187731     34       5  31802      0.62332    2.2204e-16      0.62332
117245      11   63218876   63293680     69       9  31330     -0.37128    2.7756e-16     -0.37128
85329       11   63238524   63294246     39       4  31000     -0.42814    2.7756e-16     -0.42814
5920        11   63269273   63323930     25       2  31630     -0.62488    2.2204e-16     -0.62488
54979       11   63310242   63365855     25       5  30092       -1.411    2.2204e-16       -1.411
11145       11   63331934   63416941     25       6  27807      -1.0073    2.2204e-16      -1.0073
25923       11   63381554   63474533     11       5  21025      0.24951    2.7756e-16      0.24951
10313       11   63413922   63537363     11       3  20491       1.0452    2.2204e-16       1.0452
65998       11   63517364   63571113      6       2  31313    -0.012018    2.6888e-16    -0.012018
144097      11   63545846   63605190     32       5  31348      0.75837    2.2204e-16      0.75837
2011        11   63571400   63688492     52       9  31152       1.1331    2.2204e-16       1.1331
283248      11   63668693   63719407     37       6  31569      0.77521    2.2204e-16      0.77521
79829       11   63671442   63734799     64       8  31478      0.70153    2.2204e-16      0.70153
1351        11   63707079   63754015     88       9  31472      0.40622    2.7756e-16      0.40622
55611       11   63718325   63775892    115      10  31279      0.22282    2.7756e-16      0.22282
28992       11   63756006   63968602    301      34  31416      0.39773    2.7756e-16      0.39773
23769       11   63768442   63896655    161      33  31468      0.07231    2.6368e-16      0.07231
10963       11   63917206   63982020     96      10  31525      0.89859    2.2204e-16      0.89859
83706       11   63939152   64001363     88      10  30977       1.1166    2.2204e-16       1.1166
84304       11   63958730   64007491     74      11  29957       1.3249    2.2204e-16       1.3249
3338        11   63962594   64011753     70      11  29849       1.4496    2.2204e-16       1.4496
7423        11   63967056   64016736     76      12  30006        1.449    2.2204e-16        1.449
2286        11   63973413   64021607     73      11  29964       1.4296    2.2204e-16       1.4296
83707       11   63981271   64028726     72      11  30113       1.5639    2.2204e-16       1.5639
5331        11   63983995   64046924     89      14  30421       1.5275    2.2204e-16       1.5275
26472       11   64001951   64049413     66      12  30725        1.428    2.2204e-16        1.428
56834       11   64016781   64066972     65      13  28506       1.9249    2.2204e-16       1.9249
50801       11   64023774   64077503     73      12  27785       1.9126    2.2204e-16       1.9126
572         11   64027300   64087176     79      13  27965       1.8156    2.2204e-16       1.8156
25858       11   64032863   64082239     68      11  27400       1.8468    2.2204e-16       1.8468
2101        11   64037990   64094215     84      13  28075       1.8311    2.2204e-16       1.8311
25824       11   64050347   64099295     72      11  27447       1.9205    2.2204e-16       1.9205
283234      11   64072690   64135006    104      15  31093       1.5643    2.2204e-16       1.5643
51504       11   64074163   64120455     79      13  30855       1.4859    2.2204e-16       1.4859
8986        11   64091625   64149687    113      14  31085       1.4555    2.2204e-16       1.4555
55867       11   64288098   64349002     89       7  31829      -1.2759    2.2204e-16      -1.2759
116085      11   64323113   64379825     80       9  31816      -1.3545    2.2204e-16      -1.3545
9379        11   64363646   64525660    152      14  31401     -0.87954    2.2204e-16     -0.87954
10235       11   64484383   64547928     60       5  31389      0.77538    2.2204e-16      0.77538
5837        11   64503861   64563187     52       5  31476       1.2085    2.2204e-16       1.2085
7536        11   64522076   64581515     56       6  31135       1.2404    2.2204e-16       1.2404
5871        11   64546609   64605720     51       9  31154      0.69349    2.2204e-16      0.69349
4221        11   64560986   64613766     51       7  30574     -0.31123    2.7756e-16     -0.31123
55561       11   64581661   64647041     37       3  30971     -0.34199    2.7756e-16     -0.34199
10938       11   64610206   64682181     18       4  30932     -0.73085    2.2204e-16     -0.73085
23130       11   64652004   64719722     15       7  29500       1.7762    2.2204e-16       1.7762
5526        11   64657143   64711950     12       6  28914       1.1275    2.2204e-16       1.1275
170589      11   64691943   64738360     16       5  30658       1.6951    2.2204e-16       1.6951
283129      11   64695702   64774565     40       6  31314        1.889    2.2204e-16        1.889
116071      11   64745417   64800060     45       7  31675       1.2578    2.2204e-16       1.2578
402         11   64746585   64799657     40       7  31654       1.3458    2.2204e-16       1.3458
29907       11   64759880   64818044     58       7  31633      0.52619    2.2204e-16      0.52619
29901       11   64773376   64822300     47       4  31626     -0.15417    2.7756e-16     -0.15417
10004       11   64802295   64861009     62      10  31478     -0.42526    2.7756e-16     -0.42526
7542        11   64816694   64865874     48       8  31457      -0.2822    2.7756e-16      -0.2822
113130      11   64823772   64886635     65       8  30397    -0.095614    2.6368e-16    -0.095614
738         11   64828587   64889332     61       8  30302     -0.20848    2.7756e-16     -0.20848
7108        11   64844326   64893707     43       6  29694     0.071833    2.6368e-16     0.071833
100130348   11   64845844   64891583     41       6  29590      0.11986    2.6368e-16      0.11986
740         11   64854655   64904841     47       7  29872    0.0021916    2.6932e-16    0.0021916
741         11   64873875   64920170     42       8  30451     -0.18578    2.7756e-16     -0.18578
2197        11   64878099   64924672     39       8  31220     -0.36894    2.7756e-16     -0.36894
84447       11   64884751   64937285     44       9  31195    -0.063169    2.6368e-16    -0.063169
387778      11   64902707   64950688     45      10  31728     -0.22418    2.7756e-16     -0.22418
823         11   64913686   64989477     72      13  30702      -0.8284    2.2204e-16      -0.8284
440044      11   64946311   65020579     50       7  29991       -1.269    2.2204e-16       -1.269
23649       11   64994432   65075088     43       7  30386      -1.5398    2.2204e-16      -1.5398
10435       11   65047289   65099900     40       6  30384      -1.2844    2.2204e-16      -1.2844
5977        11   65066225   65130451     42       8  30359     -0.60411    2.2204e-16     -0.60411
220359      11   65087282   65135084     27       6  30260     -0.17754    2.7756e-16     -0.17754
83786       11   65119041   65190996     54      13  31464       0.6993    2.2204e-16       0.6993
283130      11   65132663   65186172     46      11  31484      0.78874    2.2204e-16      0.78874
101927789   11   65187309   65244144     81       8  30685      0.91156    2.2204e-16      0.91156
57410       11   65257537   65316182     44      10  27724        1.069    2.2204e-16        1.069
4054        11   65296030   65360858     69      12  30394       1.9984    2.2204e-16       1.9984
10534       11   65301651   65350075     45       7  30461       1.5857    2.2204e-16       1.5857
23625       11   65304820   65351669     44       7  31147       1.5289    2.2204e-16       1.5289
254102      11   65308509   65370121     82      14  31338       1.7392    2.2204e-16       1.7392
399909      11   65348686   65414910    106      18  32038        1.637    2.2204e-16        1.637
10089       11   65350326   65398467     78      14  32133       1.5958    2.2204e-16       1.5958
4296        11   65355226   65416720     96      17  31750       1.2931    2.2204e-16       1.2931
6494        11   65370578   65428391     73      13  31841       1.0973    2.2204e-16       1.0973
5970        11   65411067   65465443     91       9  31110      0.13082    2.7756e-16      0.13082
10524       11   65444473   65497077    128      13  31280     -0.12361    2.6368e-16     -0.12361
84153       11   65475144   65523409    100      13  31508       0.9143    2.2204e-16       0.9143
5017        11   65519505   65574690     89      14  31305       1.7942    2.2204e-16       1.7942
91056       11   65531369   65583062    105      17  31579       1.3952    2.2204e-16       1.3952
254122      11   65566305   65631578    141      13  31278      0.41462    2.7756e-16      0.41462
101927853   11   65580493   65635968    112      11  31108      0.45925    2.7756e-16      0.45925
80198       11   65592872   65643914     85      10  30707      0.67119    2.2204e-16      0.67119
1072        11   65612282   65660804     70       8  30469       1.2174    2.2204e-16       1.2174
1521        11   65612284   65661212     71       8  30488       1.2001    2.2204e-16       1.2001
11007       11   65622875   65669106     68       7  30773       1.2792    2.2204e-16       1.2792
30008       11   65623912   65675405     66       7  30958        1.261    2.2204e-16        1.261
9158        11   65641211   65691010     48       7  30450      0.92894    2.2204e-16      0.92894
8061        11   65649616   65702997     53      10  30780        0.447    2.7756e-16        0.447
10589       11   65651728   65699048     47      10  30644      0.45363    2.7756e-16      0.45363
83638       11   65674281   65721531     44       9  29388     -0.12125    2.6368e-16     -0.12125
254187      11   65678115   65737434     69      10  29903     -0.28387    2.7756e-16     -0.28387
9092        11   65694160   65757607    120      12  31171     -0.51665    2.2204e-16     -0.51665
8815        11   65734550   65781617    139      11  31716     -0.58148    2.2204e-16     -0.58148
1474        11   65744462   65790976    138      13  31706     -0.41752    2.7756e-16     -0.41752
84285       11   65754016   65804637    140      16  31708      0.48825    2.7756e-16      0.48825
117144      11   65774223   65828988    115      15  31672       1.3569    2.2204e-16       1.3569
10992       11   65784264   65846382    109      13  31644       1.4789    2.2204e-16       1.4789
89792       11   65798236   65851651     87      12  31607       1.4309    2.2204e-16       1.4309
55690       11   65802747   66022218    341      18  31343      0.82064    2.2204e-16      0.82064
64837       11   65989765   66045332     59       7  31647       1.6487    2.2204e-16       1.6487
81876       11   66001056   66054963     51       6  31694       1.6809    2.2204e-16       1.6809
254263      11   66010672   66061685     47       6  31802       1.5607    2.2204e-16       1.5607
256472      11   66024373   66074135     48       7  31379       1.4892    2.2204e-16       1.4892
10897       11   66042051   66091638     37       8  31294       1.2496    2.2204e-16       1.2496
57124       11   66071958   66119515     23       5  31527      -0.5319    2.2204e-16      -0.5319
9610        11   66089535   66139000     29       5  30433     0.016981    2.7062e-16     0.016981
25855       11   66094804   66147596     30       5  30343      0.12014    2.6368e-16      0.12014
11041       11   66102843   66150161     29       4  30291      0.30681    2.7756e-16      0.30681
3177        11   66119992   66174961     58       3  31193      0.47677    2.7756e-16      0.47677
266743      11   66153475   66204177     68       7  31324      0.46861    2.7756e-16      0.46861
65003       11   66192550   66241310     41       7  31094      0.46749    2.7756e-16      0.46749
246330      11   66198798   66254808     50       6  31229       0.4653    2.7756e-16       0.4653
10072       11   66212484   66287130     78       7  30661      0.31194    2.7756e-16      0.31194
582         11   66243077   66311084     86       8  30555      0.35024    2.7756e-16      0.35024
254359      11   66278854   66348709    126      13  33023       1.3922    2.2204e-16       1.3922
89          11   66279312   66340799    112      12  33128       1.2742    2.2204e-16       1.2742
8722        11   66320935   66371047     74      10  34195       1.7949    2.2204e-16       1.7949
9973        11   66325630   66383490     74      10  33129       1.7312    2.2204e-16       1.7312
55231       11   66347640   66395554     33       8  31053       0.9744    2.2204e-16       0.9744
10432       11   66349053   66407405     42      10  31222       1.1827    2.2204e-16       1.1827
100526737   11   66349053   66423944     55      11  31329       1.2656    2.2204e-16       1.2656
5936        11   66371088   66445856     56      11  31276       1.0114    2.2204e-16       1.0114
83759       11   66422469   66480348     36       9  30708      0.89626    2.2204e-16      0.89626
6712        11   66439967   66531716     52      13  31208       1.3639    2.2204e-16       1.3639
79703       11   66477207   66623997     80      14  31423       1.2831    2.2204e-16       1.2831
9986        11   66575883   66624003     20       6  31260       1.7509    2.2204e-16       1.7509
78999       11   66589558   66637946     24       8  31306       1.6096    2.2204e-16       1.6096
5091        11   66605993   66760847    118      16  31415       1.0594    2.2204e-16       1.0594
254439      11   66707754   66754479     28       7  30536       1.0966    2.2204e-16       1.0966
91683       11   66755190   66828334     42       5  31709     -0.51628    2.2204e-16     -0.51628
29984       11   66789289   66849488     55       7  31766     -0.63356    2.2204e-16     -0.63356
22992       11   66851740   67035553    126      10  31596      -1.4536    2.2204e-16      -1.4536
156         11   66998905   67064029     38       5  31844      -0.6471    2.2204e-16      -0.6471
338692      11   67021762   67079955     36       6  31844     -0.78284    2.2204e-16     -0.78284
54961       11   67035919   67090078     38       6  31844      -1.4536    2.2204e-16      -1.4536
57804       11   67108236   67156067     42       5  31838      -1.6847    2.2204e-16      -1.6847
23529       11   67121635   67176648     67       7  30915      -1.7384    2.2204e-16      -1.7384
5883        11   67124423   67175883     63       7  30856      -1.7275    2.2204e-16      -1.7275
374403      11   67136384   67187561     62       7  30844      -1.5437    2.2204e-16      -1.5437
57571       11   67148149   67203078     69       8  30336      -1.7082    2.2204e-16      -1.7082
5499        11   67155652   67204376     63       8  30192      -1.6186    2.2204e-16      -1.6186
6199        11   67160935   67212879     62       8  30612      -1.7368    2.2204e-16      -1.7368
57010       11   67184886   67239245     56       7  30465      -1.4369    2.2204e-16      -1.4369
5790        11   67192981   67240153     46       5  30165      -1.6781    2.2204e-16      -1.6781
57175       11   67195518   67246371     50       6  29725      -1.6843    2.2204e-16      -1.6843
390212      11   67208772   67255200     38       6  30244      -1.6973    2.2204e-16      -1.6973
9049        11   67215505   67268579     38       6  30244         -1.7    2.2204e-16         -1.7
80194       11   67221819   67271748     33       5  30028      -1.6576    2.2204e-16      -1.6576
