# ALPHA = 0.05
# NUMBER_OF_TESTS = 4

# _SET1_  VARIABLE = Prenatal_Negative (set)
# _SET1_  NGENES = 1245
# _SET1_  P-VALUE = 0.0115612
_SET1_   GENE        CHR      START       STOP  NSNPS  NPARAM      N        ZSTAT            P  ZFITTED_BASE  ZRESID_BASE
_SET1_   23196         9   96179173   96338397    282      13  32893      0.63535       0.1242    2.2204e-16      0.63535
_SET1_   158293        9   96198776   96250874     94      10  32255      0.80998      0.11953    2.2204e-16      0.80998
_SET1_   1515          9   99781959   99836925    102       6  31844     -0.49675      0.57536    2.7756e-16     -0.49675
_SET1_   54886         9  103756031  104097417    700      42  31477     -0.32983       0.4058    2.7756e-16     -0.32983
_SET1_   116443        9  104321634  104535862    521      22  31549      -2.2328      0.95885    4.4409e-16      -2.2328
_SET1_   9128          9  116002914  116066079    139      13  31597     -0.24612      0.47554    2.7756e-16     -0.24612
_SET1_   3371          9  117771854  117915536    381      30  31638    -0.022396      0.34958    2.7062e-16    -0.022396
_SET1_   26190         9  123509254  123590740     70       5  31575      0.90897      0.11641    2.2204e-16      0.90897
_SET1_   26147         9  123607929  123692168    146      10  31363     -0.17968      0.46125    2.7756e-16     -0.17968
_SET1_   92400         9  124991834  125062143     11       3  31388     -0.84082      0.70507    2.2204e-16     -0.84082
_SET1_   286204        9  126083448  126151034    130      19  31538       1.2162     0.065694    2.2204e-16       1.2162
_SET1_   57706         9  126131933  126727423    912      42  30910       1.2864     0.026838    2.2204e-16       1.2864
_SET1_   9355          9  126738889  126805572    126      17  31073       3.0944   0.00041941    4.4409e-16       3.0944
_SET1_   29988         9  130124417  130180177    127      16  31517       1.7424     0.020756    2.2204e-16       1.7424
_SET1_   6136          9  130199953  130248711    102       6  31805    -0.073248      0.40836    2.6368e-16    -0.073248
_SET1_   27433         9  130483803  130532628     83       5  31844      0.22988      0.29349    2.7756e-16      0.22988
_SET1_   30815         9  130637600  130704010     90      16  31383      0.94073      0.11279    2.2204e-16      0.94073
_SET1_   203245        9  130813512  130864600    108       3  31258     -0.30434      0.52669    2.7756e-16     -0.30434
_SET1_   79095         9  130887539  130936207     19       6  30237        -1.69       0.9359    2.2204e-16        -1.69
_SET1_   51490         9  131571930  131627299    113       9  32853      0.25302      0.24224    2.7756e-16      0.25302
_SET1_   56904         9  131760313  131825604     74      12  31303      0.91074      0.11931    2.2204e-16      0.91074
_SET1_   83543         9  133936863  134008539    134      13  31568      -1.3347      0.85104    2.2204e-16      -1.3347
_SET1_   84628         9  135002334  135128224    209      35  31745     -0.50696      0.57413    2.2204e-16     -0.50696
_SET1_   6835          9  136188421  136238041     94       7  31625      0.63304      0.17553    2.2204e-16      0.63304
_SET1_   11091         9  136965801  137035094    110       9  31255       0.8701      0.13168    2.2204e-16       0.8701
_SET1_   10439         9  137932089  138023030    289      32  30787     -0.79062      0.70034    2.2204e-16     -0.79062
_SET1_   26086         9  139186932  139264057     79       9  31635     -0.11378      0.42864    2.6368e-16     -0.11378
_SET1_   728489        9  139246352  139303111    142       8  31828      -1.1188      0.78487    2.2204e-16      -1.1188
_SET1_   4851          9  139378896  139475238     47      10  31596      -1.6077      0.90454    2.2204e-16      -1.6077
_SET1_   7186          9  139741341  139831853     26       6  31259      -0.9411      0.74765    2.2204e-16      -0.9411
_SET1_   89958         9  139946579  140000028     59       6  31582      0.60698      0.18862    2.2204e-16      0.60698
_SET1_   441478        9  140184083  140231703      4       1  31605      -1.2728      0.84199    2.2204e-16      -1.2728
_SET1_   22884        10    1060423    1188237    244      24  31400      0.10023      0.33666    2.6368e-16      0.10023
_SET1_   55388        10   13168554   13263104    162      29  29078       1.2398      0.10091    2.2204e-16       1.2398
_SET1_   22929        10   13349428   13425298    155      19  31075      -1.3536      0.86338    2.2204e-16      -1.3536
_SET1_   100505502    10   31641728   31688006     43       7  29339       1.4213     0.068882    2.2204e-16       1.4213
_SET1_   8325         10   35917177   35965362     76       8  25049     -0.35962      0.74731    2.7756e-16     -0.35962
_SET1_   11130        10   58107016   58156063     55       8  31795     -0.27281      0.48162    2.7756e-16     -0.27281
_SET1_   84457        10   60901348   61017815    106       7  30721      0.61567      0.20833    2.2204e-16      0.61567
_SET1_   8030         10   61538505   61701414    310      16  31714      -1.2756      0.80833    2.2204e-16      -1.2756
_SET1_   219790       10   63932794   64063570     65       3  31243       0.3527      0.27916    2.7756e-16       0.3527
_SET1_   84890        10   64529516   64578239     76      10  31457        2.168    0.0072641    4.4409e-16        2.168
_SET1_   55222        10   72048726   72177406    289      24  31349     -0.33389      0.49798    2.7756e-16     -0.33389
_SET1_   119504       10   73940758   74005618    109       3  31813      -1.2998      0.84094    2.2204e-16      -1.2998
_SET1_   5532         10   75186563   75290782     49       2  31775       1.8342     0.017678    2.2204e-16       1.8342
_SET1_   132          10   75875943   76479061    703      14  31454       -2.402      0.96388    4.4409e-16       -2.402
_SET1_   9231         10   79540549   79721348    402      17  31659   -0.0020883      0.33088    2.6932e-16   -0.0020883
_SET1_   57178        10   80793751   81086285    613      93  31491       2.1492    0.0055698    4.4409e-16       2.1492
_SET1_   80195        10   81803402   81862307    106       6  29987      0.79153      0.18204    2.2204e-16      0.79153
_SET1_   5995         10   85969809   86028944     89      12  31797      0.35043      0.24994    2.7756e-16      0.35043
_SET1_   6623         10   88682504   88733017     62       8  31812     -0.65819      0.63274    2.2204e-16     -0.65819
_SET1_   10556        10   92596709   92678312     86       8  30933    -0.040678      0.43119    2.7062e-16    -0.040678
_SET1_   143282       10   93656345   93704258     52       6  31844     0.050024      0.35931    2.7062e-16     0.050024
_SET1_   51196        10   95718746   96098149    510      44  31180     -0.20169      0.41767    2.7756e-16     -0.20169
_SET1_   3070         10   96270535   96372628    156      11  31642     -0.98459      0.74631    2.2204e-16     -0.98459
_SET1_   5223         10   99151027   99203198     98       9  31172      0.76625      0.15604    2.2204e-16      0.76625
_SET1_   84287        10   99170900   99227127     74      11  31360       0.7782      0.14759    2.2204e-16       0.7782
_SET1_   83742        10   99438465   99487909     77      13  31075     -0.30473      0.52952    2.7756e-16     -0.30473
_SET1_   56652        10  102712293  102764159     11       2  31844       2.0047    0.0096364    4.4409e-16       2.0047
_SET1_   8945         10  103078790  103327078    342      10  31293       2.4743    0.0021977    4.4409e-16       2.4743
_SET1_   79946        10  104199594  104246300     60       8  32465       4.0921   3.7084e-06             0       4.0921
_SET1_   119391       10  105993174  106069176    104      13  31355      0.57179      0.19781    2.2204e-16      0.57179
_SET1_   2018         10  119266956  119319057     45       4  31784      0.17847      0.32101    2.7756e-16      0.17847
_SET1_   2263         10  123227844  123392972    248      37  31162       1.1014     0.084048    2.2204e-16       1.1014
_SET1_   118672       10  124704556  124759906     89       6  31725      0.28312      0.28271    2.7756e-16      0.28312
_SET1_   9679         10  126297861  126467930    200      19  31476      -1.8948      0.94311    2.2204e-16      -1.8948
_SET1_   1793         10  128733965  129260780   1126      86  31716      0.42997      0.11679    2.7756e-16      0.42997
_SET1_   642938       10  128923690  129029436    125      14  31653       1.5508      0.03104    2.2204e-16       1.5508
_SET1_   4288         10  129884923  129959468    235      25  31734     -0.55565      0.57881    2.2204e-16     -0.55565
_SET1_   10570        10  133963564  134029280     93      12  31180       1.1766     0.075978    2.2204e-16       1.1766
_SET1_   503542       10  135224170  135273623     66       5  31844     -0.20822      0.46318    2.7756e-16     -0.20822
_SET1_   3265         11     522242     570561    128       9  31462      0.39341       0.2464    2.7756e-16      0.39341
_SET1_   10522        11     634225     730740    187      14  31628     -0.80806      0.68508    2.2204e-16     -0.80806
_SET1_   51286        11     777110     825126     55       7  31076     -0.83086      0.72807    2.2204e-16     -0.83086
_SET1_   79751        11     780475     833269     59       7  31190     -0.90798      0.74912    2.2204e-16     -0.90798
_SET1_   4588         11    1002824    1071706     93      12  31740     -0.23821      0.47372    2.7756e-16     -0.23821
_SET1_   101927503    11    1014884    1065749     52       9  31671      -1.2609      0.83339    2.2204e-16      -1.2609
_SET1_   54472        11    1285598    1365892     28       4  31183       1.7618     0.022058    2.2204e-16       1.7618
_SET1_   9024         11    1376129    1493919    203      16  31787      0.26945      0.27088    2.7756e-16      0.26945
_SET1_   390059       11    5375607    5421664    241      15  31822       1.5913     0.024791    2.2204e-16       1.5913
_SET1_   390067       11    5555791    5601753    184      13  31788      0.60813      0.16863    2.2204e-16      0.60813
_SET1_   322          11    6406355    6475644     52       8  31737      -2.1999      0.97025    4.4409e-16      -2.1999
_SET1_   23647        11    6485913    6537709     90       6  31688      -1.0416      0.77006    2.2204e-16      -1.0416
_SET1_   6881         11    6622048    6668475     82       8  31720      -1.3286      0.84886    2.2204e-16      -1.3286
_SET1_   4004         11    8235851    8325182    165      29  31728     -0.71006      0.65543    2.2204e-16     -0.71006
_SET1_   9646         11   10737749   10811295     88      15  31759     -0.73372       0.6649    2.2204e-16     -0.73372
_SET1_   1982         11   10808593   10865582     31       2  31800      0.58156      0.19707    2.2204e-16      0.58156
_SET1_   27122        11   11974543   12066373    230      33  31439      -1.5032      0.88385    2.2204e-16      -1.5032
_SET1_   55742        11   12362988   12566903    355      58  31517     -0.62655      0.61935    2.2204e-16     -0.62655
_SET1_   644943       11   12995970   13043653     96       6  31844     -0.48712      0.57491    2.7756e-16     -0.48712
_SET1_   79733        11   19235610   19298202     33       7  31171       1.6194     0.030716    2.2204e-16       1.6194
_SET1_   57084        11   22324667   22411049    169      23  31787      -1.1496      0.79467    2.2204e-16      -1.1496
_SET1_   744          11   30396040   30643260    345      26  31775       1.2161     0.051785    2.2204e-16       1.2161
_SET1_   120526       11   31356377   31464382    118      10  31263     -0.05115      0.41509    2.7062e-16     -0.05115
_SET1_   26610        11   31496297   31816073    252       8  30922     -0.48618       0.5852    2.7756e-16     -0.48618
_SET1_   5080         11   31796340   31874509     87      10  30999     -0.77064      0.70889    2.2204e-16     -0.77064
_SET1_   5954         11   32077477   32137272     90       8  31819      0.72989      0.14956    2.2204e-16      0.72989
_SET1_   25841        11   34162534   34414555    403      51  31704       2.5819    0.0014953    4.4409e-16       2.5819
_SET1_   6506         11   35262752   35476610    497      37  31564     -0.65696      0.57866    2.2204e-16     -0.65696
_SET1_   24147        11   35604735   35652421     78      16  31036     0.070077      0.37956    2.6368e-16     0.070077
_SET1_   54765        11   35649353   35840930    233      18  31051     -0.23378      0.47722    2.7756e-16     -0.23378
_SET1_   29099        11   36283842   36345999    169      21  31678      -0.2502         0.47    2.7756e-16      -0.2502
_SET1_   90993        11   46264189   46352972    109      16  32898       1.6817     0.016291    2.2204e-16       1.6817
_SET1_   1132         11   46395335   46448122     18       3  49326        2.439   0.00063337    4.4409e-16        2.439
_SET1_   4038         11   46868268   46975173     51       4  31844      0.91594      0.11262    2.2204e-16      0.91594
_SET1_   79096        11   46923240   47195932    211       9  31792       1.5762     0.026629    2.2204e-16       1.5762
_SET1_   29763        11   47189073   47243010     60       5  31779       1.6141      0.02764    2.2204e-16       1.6141
_SET1_   2346         11   49158187   49265222    195       9  31712       1.6739     0.022133    2.2204e-16       1.6739
_SET1_   219527       11   56914221   56969188     89      11  31435       1.6452      0.02732    2.2204e-16       1.6452
_SET1_   374393       11   58839658   58904888     89      10  31628      -2.7506      0.99287    4.4409e-16      -2.7506
_SET1_   54948        11   59563608   59613345     60       4  30115    -0.053899       0.4913    2.7062e-16    -0.053899
_SET1_   747          11   61412905   61524474    144      15  31229      0.06018      0.37175    2.7062e-16      0.06018
_SET1_   2237         11   61525109   61574716     39       4  31777     -0.98946      0.75899    2.2204e-16     -0.98946
_SET1_   2495         11   61721757   61770132     91      10  31387      -1.1476      0.81047    2.2204e-16      -1.1476
_SET1_   3619         11   61856445   61930635    180      10  31315     0.027397      0.37484    2.7062e-16     0.027397
_SET1_   2785         11   62440066   62486678     43       4  31833      0.61713      0.17664    2.2204e-16      0.61713
_SET1_   26580        11   62447734   62512091     66       4  31372      0.37982      0.26323    2.7756e-16      0.37982
_SET1_   10313        11   63413922   63537363     11       3  20491       1.0452      0.19423    2.2204e-16       1.0452
_SET1_   2011         11   63571400   63688492     52       9  31152       1.1331      0.08373    2.2204e-16       1.1331
_SET1_   283248       11   63668693   63719407     37       6  31569      0.77521        0.147    2.2204e-16      0.77521
_SET1_   9379         11   64363646   64525660    152      14  31401     -0.87954      0.72383    2.2204e-16     -0.87954
_SET1_   4221         11   64560986   64613766     51       7  30574     -0.31123      0.55831    2.7756e-16     -0.31123
_SET1_   29907        11   64759880   64818044     58       7  31633      0.52619      0.20461    2.2204e-16      0.52619
_SET1_   113130       11   64823772   64886635     65       8  30397    -0.095614      0.47241    2.6368e-16    -0.095614
_SET1_   23625        11   65304820   65351669     44       7  31147       1.5289     0.037861    2.2204e-16       1.5289
_SET1_   84285        11   65754016   65804637    140      16  31708      0.48825       0.2093    2.7756e-16      0.48825
_SET1_   64837        11   65989765   66045332     59       7  31647       1.6487       0.0262    2.2204e-16       1.6487
_SET1_   254263       11   66010672   66061685     47       6  31802       1.5607     0.030838    2.2204e-16       1.5607
_SET1_   78999        11   66589558   66637946     24       8  31306       1.6096     0.029079    2.2204e-16       1.6096
_SET1_   156          11   66998905   67064029     38       5  31844      -0.6471      0.63136    2.2204e-16      -0.6471
_SET1_   5499         11   67155652   67204376     63       8  30192      -1.6186      0.92993    2.2204e-16      -1.6186
_SET1_   53838        11   68018803   68074469     54       7  31716     -0.87215      0.71613    2.2204e-16     -0.87215
_SET1_   3508         11   68636319   68718070    119      10  31556     -0.82574      0.70158    2.2204e-16     -0.82574
_SET1_   3636         11   71899916   71960191    103      14  31787       1.1055     0.076217    2.2204e-16       1.1055
_SET1_   81570        11   71993469   72180724    232      15  31460      0.93015      0.10234    2.2204e-16      0.93015
_SET1_   89849        11   72490451   72563793     80       7  31003       1.7366     0.025457    2.2204e-16       1.7366
_SET1_   283209       11   74031361   74144502    186      11  31665       1.0423     0.085808    2.2204e-16       1.0423
_SET1_   25884        11   74397474   74477227     94      11  31778     -0.35251      0.51935    2.7756e-16     -0.35251
_SET1_   283212       11   75123438   75176674     59       7  30435     -0.60821      0.67008    2.2204e-16     -0.60821
_SET1_   5058         11   77023060   77220108    292      12  31783     -0.72543      0.63055    2.2204e-16     -0.72543
_SET1_   9440         11   93482405   93556496    122      10  31806     -0.97225      0.74076    2.2204e-16     -0.97225
_SET1_   80310        11  103767914  104070027    529      36  31708      0.32016      0.20861    2.7756e-16      0.32016
_SET1_   414301       11  103872308  103919922     71       6  31837     -0.41703      0.54627    2.7756e-16     -0.41703
_SET1_   85458        11  111762868  111903374     74       4  31769      -1.7348      0.92696    2.2204e-16      -1.7348
_SET1_   120406       11  114514200  114589357    129      11  31425      0.79362      0.14065    2.2204e-16      0.79362
_SET1_   23621        11  117146402  117221972    106      19  31384      0.44477      0.23498    2.7756e-16      0.44477
_SET1_   22897        11  117149792  117293982    213      26  31296       1.1778     0.069999    2.2204e-16       1.1778
_SET1_   9854         11  118942771  118998304    103      13  30336     -0.54847      0.65207    2.2204e-16     -0.54847
_SET1_   3014         11  118954580  119001177     79      10  31091      -1.5643      0.90884    2.2204e-16      -1.5643
_SET1_   79102        11  119170210  119218024     27       6  31597     0.042996      0.36612    2.7062e-16     0.042996
_SET1_   5818         11  119498808  119634435    342      29  31615      0.62741      0.15504    2.2204e-16      0.62741
_SET1_   57476        11  123290191  123508478    343      44  31874       2.5598    0.0015925    4.4409e-16       2.5598
_SET1_   84897        11  124457742  124515822     86      11  30223       3.2442   0.00034427    4.4409e-16       3.2442
_SET1_   4900         11  124574829  124627102     60      11  32121       1.7255     0.018468    2.2204e-16       1.7255
_SET1_   9538         11  125404298  125464575     65       6  31018     -0.73225      0.69507    2.2204e-16     -0.73225
_SET1_   1111         11  125460031  125556150    192      12  31245      0.86947       0.1231    2.2204e-16      0.86947
_SET1_   9743         11  128824955  129097093    413      19  31375      0.60374       0.1537    2.2204e-16      0.60374
_SET1_   4798         11  129723670  129800490    126      18  31784      -2.2812      0.97507    4.4409e-16      -2.2812
_SET1_   4978         11  132274875  133437403   2124     186  32032      0.64322     0.054224    2.2204e-16      0.64322
_SET1_   144699       12    1665159    1738331    104      19  30115       1.4492     0.056076    2.2204e-16       1.4492
_SET1_   654429       12    1894433    1955919     75      11  31380     -0.51682      0.59968    2.2204e-16     -0.51682
_SET1_   2305         12    2956846    3021321    144       6  31836      -1.4742       0.8779    2.2204e-16      -1.4742
_SET1_   894          12    4347901    4424522     83      20  31612      0.51962      0.20819    2.2204e-16      0.51962
_SET1_   4704         12    4723264    4806720    231      22  31688     -0.45634      0.54433    2.7756e-16     -0.45634
_SET1_   2597         12    6608585    6657537     98       9  31821       1.8725     0.014572    2.2204e-16       1.8725
_SET1_   196500       12    6792957    6845009     43       6  31794        1.464     0.037247    2.2204e-16        1.464
_SET1_   50813        12    6798150    6851041     65       6  31767       1.0933     0.080136    2.2204e-16       1.0933
_SET1_   5763         12    6840255    6890118    108      11  31668       1.5779     0.029591    2.2204e-16       1.5779
_SET1_   8079         12    6847158    6897721    109      14  31396       1.4899     0.038622    2.2204e-16       1.4899
_SET1_   8078         12    6926285    6985796     89      19  29640      0.54845      0.26451    2.2204e-16      0.54845
_SET1_   83461        12    6947972    6996128     66       8  29848      0.68701      0.21599    2.2204e-16      0.68701
_SET1_   55359        12   10761538   10861917    172      19  31791       2.2997    0.0041497    4.4409e-16       2.2997
_SET1_   100129361    12   11288780   11338619      8       1  31844       1.1585     0.068542    2.2204e-16       1.1585
_SET1_   79370        12   12188873   12262629    176      27  31683     -0.69648      0.64939    2.2204e-16     -0.69648
_SET1_   53919        12   20813289   20916320    114      15  31674     -0.97135       0.7464    2.2204e-16     -0.97135
_SET1_   55907        12   22164108   22228608     95      12  31805      0.11107      0.33444    2.6368e-16      0.11107
_SET1_   57542        12   27898187   27965973    135      12  31572      -1.2787      0.83631    2.2204e-16      -1.2787
_SET1_   160518       12   31525157   31778952    445      22  30479     -0.73357      0.65348    2.2204e-16     -0.73357
_SET1_   784          12   49173215   49232726      3       1  31392     -0.49624      0.56733    2.7756e-16     -0.49624
_SET1_   377          12   49319987   49386309     78       2  31544      -3.1221      0.99812    4.4409e-16      -3.1221
_SET1_   10376        12   49511565   49560304     46       1  31844      -0.3757      0.55038    2.7756e-16      -0.3757
_SET1_   10024        12   49681971   49735514     76       5  31657      -1.3415      0.86483    2.2204e-16      -1.3415
_SET1_   23416        12   49897834   49962091     30       3  31653     -0.84807      0.71481    2.2204e-16     -0.84807
_SET1_   29127        12   50372945   50460586    109       8  29847       1.7524     0.031652    2.2204e-16       1.7524
_SET1_   81566        12   51444988   51512454    130      12  31642     -0.65123       0.6338    2.2204e-16     -0.65123
_SET1_   7024         12   51477539   51601926    234      18  31656      -1.3722      0.84691    2.2204e-16      -1.3722
_SET1_   9700         12   53627083   53697427     68       8  31840      -1.2372      0.82023    2.2204e-16      -1.2372
_SET1_   6895         12   53858557   53910215     27       8  31753      0.31863      0.25962    2.7756e-16      0.31863
_SET1_   5502         12   54959176   55017451     50      13  30447       1.2107     0.082652    2.2204e-16       1.2107
_SET1_   58158        12   55378729   55433801     71       9  31771      0.58204      0.18677    2.2204e-16      0.58204
_SET1_   85406        12   56204744   56259337     13       4  31344      0.70358      0.15785    2.2204e-16      0.70358
_SET1_   140465       12   56511040   56561771     23       6  28776      0.43776      0.32874    2.7756e-16      0.43776
_SET1_   79035        12   56580813   56633638     28       4  31487     -0.52638      0.59983    2.2204e-16     -0.52638
_SET1_   10193        12   56586288   56650753     40       5  31516     -0.93747      0.74828    2.2204e-16     -0.93747
_SET1_   93058        12   56625642   56674750     37       2  31760      -1.7542      0.93512    2.2204e-16      -1.7542
_SET1_   6472         12   57588356   57638718     78      13  31113       1.1478     0.082381    2.2204e-16       1.1478
_SET1_   3798         12   57908812   57990416    104      13  31760     -0.43553      0.54611    2.7756e-16     -0.43553
_SET1_   1594         12   58146117   58195976     43       3  31223      -1.1798      0.83049    2.2204e-16      -1.1798
_SET1_   4234         12   58152254   58200914     47       3  31191      -1.0521       0.7976    2.2204e-16      -1.0521
_SET1_   8445         12   68007512   68066444     42       8  30955     -0.10455       0.4543    2.6368e-16     -0.10455
_SET1_   10576        12   69944206   70020595     99       7  31844      -1.5402      0.89121    2.2204e-16      -1.5402
_SET1_   27345        12   70725062   70838072    208      25  31319      0.91578      0.11292    2.2204e-16      0.91578
_SET1_   5801         12   71021853   71349584    494      46  31567      0.20649      0.25966    2.7756e-16      0.20649
_SET1_   29953        12   72631314   73069422    448      20  31178       1.8956     0.010846    2.2204e-16       1.8956
_SET1_   283310       12   80548151   80782870    196      19  31345      0.10171      0.34373    2.6368e-16      0.10171
_SET1_   160335       12   83045731   83538647    559      44  31760      -1.0577      0.71022    2.2204e-16      -1.0577
_SET1_   51134        12   94692056   94888764    342      18  30882      -1.4853       0.8763    2.2204e-16      -1.4853
_SET1_   429          12  103316452  103364294     51       5  31823     -0.09502      0.41274    2.6368e-16     -0.09502
_SET1_   51559        12  104156081  104269975    386      21  31767     -0.89769      0.67796    2.2204e-16     -0.89769
_SET1_   6996         12  104324593  104392656    143      10  31321       0.8132       0.1392    2.2204e-16       0.8132
_SET1_   7296         12  104574537  104754085    330      14  31436      0.40363      0.21536    2.7756e-16      0.40363
_SET1_   121642       12  109515993  109566436     84      14  28273        1.355     0.094327    2.2204e-16        1.355
_SET1_   121643       12  109705783  109782025    150      21  31616       1.9424     0.012097    2.2204e-16       1.9424
_SET1_   283446       12  109791439  109896176    296      16  31659     -0.66592      0.61053    2.2204e-16     -0.66592
_SET1_   10961        12  112416152  112471024     35       5  31479      0.99362      0.10245    2.2204e-16      0.99362
_SET1_   84934        12  113588342  113640169     95       6  31791     -0.15164       0.4355    2.7756e-16     -0.15164
_SET1_   79794        12  117141289  117210868     22       6  31366     -0.14301      0.44425    2.7756e-16     -0.14301
_SET1_   5985         12  118419506  118480044     51       7  31140     -0.28358      0.51673    2.7756e-16     -0.28358
_SET1_   55884        12  118460492  118534979    119      20  31577       -1.061      0.77881    2.2204e-16       -1.061
_SET1_   11113        12  120113595  120350095    350      19  31201       2.0231    0.0086303    4.4409e-16       2.0231
_SET1_   79720        12  123339875  123415712     34       4  47187       5.1671   1.3913e-09             0       5.1671
_SET1_   9612         12  124798957  125087079    439      66  30648      -0.7955      0.70296    2.2204e-16      -0.7955
_SET1_   114795       12  125776162  126156915    655      74  31631      0.14955      0.26552    2.7756e-16      0.14955
_SET1_   121256       12  129546271  130423212   2163     227  31722     -0.90292      0.48869    2.2204e-16     -0.90292
_SET1_   387914       13   26608735   26660198    186      18  31776      -2.0355      0.95503    4.4409e-16      -2.0355
_SET1_   1024         13   26793262   26989375    143       9  31404      -1.1502      0.80888    2.2204e-16      -1.1502
_SET1_   10810        13   27096840   27273082    318      13  31531     -0.53652      0.56209    2.2204e-16     -0.53652
_SET1_   5983         13   34357206   34550695    474      26  31669      0.94751     0.076914    2.2204e-16      0.94751
_SET1_   26747        13   45503384   45598613    103      11  31414     -0.81304      0.70256    2.2204e-16     -0.81304
_SET1_   55270        13   48576703   48631282     49       7  24723     0.014563      0.61906    2.6888e-16     0.014563
_SET1_   1102         13   49053099   49142341     50       4  31269      0.71892      0.16742    2.2204e-16      0.71892
_SET1_   10206        13   50536143   50602603     57       6  29799     -0.48112      0.64809    2.7756e-16     -0.48112
_SET1_   55901        13   52924506   53015629     39       2  31799      -1.2301      0.83136    2.2204e-16      -1.2301
_SET1_   64881        13   61973818   62024655    149      18  30504       1.0915      0.10052    2.2204e-16       1.0915
_SET1_   1602         13   72002098   72476330    323      24  30650       1.0612     0.088638    2.2204e-16       1.0612
_SET1_   10082        13   93844078   95070274   1997     128  31504     -0.20693      0.24821    2.7756e-16     -0.20693
_SET1_   160897       13   95219104   95296899     94       4  31448      0.72303      0.16651    2.2204e-16      0.72303
_SET1_   11166        13   95351876   95399389     72       7  31418       1.0812     0.089801    2.2204e-16       1.0812
_SET1_   84899        13  101246090  101362103    126      13  26400       1.4201      0.10897    2.2204e-16       1.4201
_SET1_   93081        13  103408460  103461168     76       7  31829     0.010654       0.3755    2.6888e-16     0.010654
_SET1_   1948         13  107132079  107222388     65      11  31784      -0.5146       0.5824    2.2204e-16      -0.5146
_SET1_   2155         13  113725102  113784995     77      12  31476     -0.67476      0.65109    2.2204e-16     -0.67476
_SET1_   283489       13  115044965  115102803    106       8  31757    -0.066696      0.40312    2.6368e-16    -0.066696
_SET1_   57820        14   20769527   20836471    137      10  31664     -0.51464      0.58105    2.2204e-16     -0.51464
_SET1_   161253       14   23317374   23366889     33       6  31611     -0.55841      0.59987    2.2204e-16     -0.55841
_SET1_   55147        14   23359854   23423396     79       2  31777       -2.786      0.99398    4.4409e-16       -2.786
_SET1_   10419        14   23379733   23433789     68       2  31766      -2.6355       0.9909    4.4409e-16      -2.6355
_SET1_   64403        14   23506270   23561747     77      10  31705      0.80314      0.13273    2.2204e-16      0.80314
_SET1_   5875         14   24724744   24775833     91      12  31751       2.8989   0.00066024    4.4409e-16       2.8989
_SET1_   161424       14   24734075   24787379     88      11  31347       2.8241   0.00099655    4.4409e-16       2.8241
_SET1_   84312        14   36260524   36351169    105      10  30937      0.98529      0.11237    2.2204e-16      0.98529
_SET1_   79609        14   50562967   50618626     39       3  31838      -1.8326      0.93875    2.2204e-16      -1.8326
_SET1_   114088       14   51431979   51597422    475      50  31720     -0.66535       0.5895    2.2204e-16     -0.66535
_SET1_   81542        14   51671886   51734373    133      12  31241      0.95193      0.11211    2.2204e-16      0.95193
_SET1_   54331        14   52292022   52446518    456      47  31794      -2.6224      0.98557    4.4409e-16      -2.6224
_SET1_   93487        14   55483362   55546912     80       6  31447       1.6958     0.024437    2.2204e-16       1.6958
_SET1_   6252         14   60052694   60372557    348      19  35207       1.9259    0.0028474    2.2204e-16       1.9259
_SET1_   4522         14   64819754   64936725    207      26  30481      -1.3129      0.86557    2.2204e-16      -1.3129
_SET1_   9495         14   64897217   64951221    115      12  30118     -0.41913       0.6087    2.7756e-16     -0.41913
_SET1_   376267       14   65402532   65474016    119      17  29606       1.3449     0.075431    2.2204e-16       1.3449
_SET1_   64398        14   67673012   67812778    259       4  31525        0.755      0.14258    2.2204e-16        0.755
_SET1_   57452        14   69691681   69831190    180      21  31296      0.27532      0.28889    2.7756e-16      0.27532
_SET1_   56936        14   70026531   70076600     51       7  30494       1.7124     0.029406    2.2204e-16       1.7124
_SET1_   23508        14   71073504   71152077    136      25  31795     -0.20781       0.4579    2.7756e-16     -0.20781
_SET1_   9240         14   74168486   74216128     61      10  30389     -0.10655      0.47499    2.6368e-16     -0.10655
_SET1_   9870         14   75117955   75214807    132      13  31726      -1.0733      0.77296    2.2204e-16      -1.0733
_SET1_   122953       14   75859509   75949404    159      24  31678    -0.061997      0.40227    2.7062e-16    -0.061997
_SET1_   22846        14   77193235   77259363     57       8  31801     -0.43906      0.55421    2.7756e-16     -0.43906
_SET1_   85457        14   77529578   77593630    146      18  31108       1.1221     0.083818    2.2204e-16       1.1221
_SET1_   85439        14   81716994   81937789    340      24  31939      0.61005      0.15007    2.2204e-16      0.61005
_SET1_   54207        14   88636452   88828256    418      47  31062      0.82078      0.12359    2.2204e-16      0.82078
_SET1_   56659        14   90493109   90662201    417      35  31607       1.8503      0.01143    2.2204e-16       1.8503
_SET1_   801          14   90828327   90884619     32       5  31809     -0.65397      0.63357    2.2204e-16     -0.65397
_SET1_   55148        14   93638401   93705561    125      17  31364       1.2187     0.066877    2.2204e-16       1.2187
_SET1_   78990        14   94454511   94525276    163      16  31433       1.2658     0.059357    2.2204e-16       1.2658
_SET1_   122509       14   94512639   94579060    162      10  31806     -0.35575      0.51371    2.7756e-16     -0.35575
_SET1_   84193        14   99854083   99982228     46       8  29191      -1.4679      0.92294    2.2204e-16      -1.4679
